school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,grouped_g3
GP,F,17,U,LE3,A,2,1,other,other,course,mother,1.7320508075688772,1.0,0.0,no,yes,no,no,yes,yes,yes,no,1.7320508075688772,2,2,1.0,1.4142135623730951,5,2.8284271247461903,11,10,11,1
GP,F,15,U,GT3,T,1,1,at_home,other,course,mother,1.7320508075688772,1.0,0.0,no,yes,no,yes,no,yes,yes,yes,2.0,3,3,1.0,1.4142135623730951,4,2.449489742783178,11,12,13,1
GP,F,17,U,LE3,T,2,2,other,other,course,father,1.0,1.0,0.0,no,yes,no,no,yes,yes,yes,yes,1.7320508075688772,4,4,1.0,1.7320508075688772,5,1.4142135623730951,13,12,12,1
GP,F,16,U,GT3,A,3,4,services,other,course,father,1.0,1.0,0.0,no,no,no,no,yes,yes,yes,no,1.7320508075688772,2,1,1.0,2.0,5,3.4641016151377544,15,13,14,1
GP,M,16,U,GT3,T,2,1,at_home,other,course,mother,2.0,1.0,0.0,no,no,no,no,yes,yes,no,no,1.7320508075688772,2,1,1.0,1.0,2,2.0,9,9,11,1
GP,F,16,U,GT3,A,2,2,other,other,home,mother,1.0,1.0,1.0,no,no,no,no,yes,yes,no,no,2.23606797749979,3,4,1.0,1.0,5,3.4641016151377544,13,11,11,1
GP,M,15,R,GT3,T,3,4,at_home,teacher,course,mother,2.0,1.4142135623730951,0.0,no,yes,no,no,yes,yes,no,yes,2.23606797749979,3,3,1.0,1.0,5,1.4142135623730951,12,11,11,1
GP,F,15,U,GT3,T,4,4,services,at_home,course,mother,1.0,1.7320508075688772,0.0,no,yes,no,yes,yes,yes,yes,yes,2.0,3,3,1.0,1.0,5,2.0,13,14,15,1
GP,M,17,R,GT3,T,3,4,at_home,other,course,mother,1.7320508075688772,1.4142135623730951,0.0,no,no,no,no,yes,yes,no,no,2.23606797749979,4,5,1.4142135623730951,2.0,5,1.4142135623730951,10,9,10,0
GP,F,16,R,GT3,T,1,1,at_home,other,course,mother,2.0,1.4142135623730951,0.0,no,yes,no,no,yes,yes,no,no,2.23606797749979,1,3,1.0,1.0,3,0.0,14,13,13,1
GP,M,18,U,LE3,T,3,1,services,services,course,mother,1.4142135623730951,1.0,0.0,no,no,no,yes,yes,yes,yes,yes,1.7320508075688772,3,4,2.0,2.23606797749979,4,1.4142135623730951,11,11,12,1
GP,F,18,U,GT3,A,3,2,other,services,course,other,1.0,1.7320508075688772,0.0,no,yes,no,yes,no,yes,yes,yes,2.0,3,3,2.23606797749979,1.0,5,3.1622776601683795,12,11,11,1
GP,F,16,R,GT3,T,1,1,other,services,reputation,mother,1.4142135623730951,1.0,0.0,no,yes,no,yes,yes,yes,no,yes,1.7320508075688772,3,3,1.0,1.4142135623730951,1,2.8284271247461903,12,11,11,1
GP,F,16,U,GT3,A,3,3,other,other,course,other,1.4142135623730951,1.0,0.0,no,yes,no,yes,no,yes,yes,yes,2.0,3,2,1.0,1.0,5,2.0,9,9,10,0
GP,M,16,U,LE3,T,1,1,services,other,course,mother,1.0,1.4142135623730951,1.4142135623730951,no,no,no,no,yes,yes,no,yes,2.0,4,4,1.0,1.7320508075688772,5,0.0,10,10,10,0
GP,F,15,U,GT3,T,4,4,teacher,teacher,course,mother,1.4142135623730951,1.0,0.0,no,no,no,yes,yes,yes,yes,no,2.0,3,2,1.0,1.0,5,2.449489742783178,13,14,14,1
GP,F,15,R,GT3,T,1,1,other,other,course,mother,1.7320508075688772,1.0,1.0,no,no,no,yes,yes,yes,yes,yes,2.23606797749979,5,5,1.0,1.0,1,1.4142135623730951,8,9,9,0
GP,M,15,U,GT3,T,4,3,teacher,services,course,father,1.4142135623730951,2.0,0.0,yes,yes,no,no,yes,yes,yes,no,1.4142135623730951,2,2,1.0,1.0,3,2.449489742783178,9,11,11,1
GP,F,15,U,GT3,A,3,3,services,services,home,mother,1.0,1.4142135623730951,0.0,no,no,no,no,no,yes,no,yes,1.0,3,2,1.4142135623730951,1.7320508075688772,1,4.898979485566356,9,8,9,0
GP,M,16,U,GT3,T,4,4,services,services,course,mother,1.0,1.7320508075688772,0.0,no,yes,no,yes,yes,yes,yes,no,2.23606797749979,3,3,1.0,1.7320508075688772,5,0.0,15,13,13,1
GP,M,16,U,LE3,T,2,2,services,services,reputation,father,1.4142135623730951,1.0,0.0,no,yes,no,yes,yes,yes,yes,no,1.4142135623730951,3,3,1.4142135623730951,1.4142135623730951,2,2.0,12,11,11,1
GP,F,15,U,GT3,T,4,4,teacher,services,course,mother,1.0,1.7320508075688772,0.0,no,yes,no,yes,yes,yes,yes,no,2.0,2,2,1.0,1.0,5,1.4142135623730951,13,13,13,1
GP,F,16,U,LE3,T,1,1,at_home,at_home,course,mother,1.0,1.0,0.0,no,no,no,no,yes,yes,yes,no,1.7320508075688772,4,4,1.7320508075688772,1.7320508075688772,1,2.0,10,11,11,1
GP,M,17,U,GT3,T,2,1,other,other,home,mother,1.0,1.0,0.0,no,yes,no,no,yes,yes,yes,no,2.23606797749979,4,5,1.0,1.4142135623730951,5,4.69041575982343,9,7,6,0
GP,F,15,U,GT3,T,1,1,other,services,course,father,1.0,1.4142135623730951,0.0,no,yes,no,no,yes,yes,yes,no,2.0,4,2,1.0,1.4142135623730951,5,0.0,12,12,12,1
GP,F,15,U,LE3,A,2,1,at_home,other,home,mother,1.4142135623730951,1.0,0.0,no,yes,no,yes,yes,no,yes,yes,2.0,4,2,1.0,1.0,5,0.0,11,10,10,0
GP,F,15,U,GT3,T,3,2,health,services,home,father,1.0,1.4142135623730951,1.0,no,yes,no,no,yes,yes,yes,no,1.7320508075688772,3,2,1.0,1.0,3,1.4142135623730951,11,11,11,1
GP,F,15,U,GT3,T,1,2,at_home,other,course,mother,1.0,1.4142135623730951,0.0,no,yes,no,no,no,yes,yes,no,2.0,3,2,1.0,1.0,5,2.449489742783178,13,12,13,1
GP,F,15,U,GT3,T,1,2,at_home,services,course,father,1.0,1.4142135623730951,0.0,no,no,no,no,no,yes,no,yes,1.4142135623730951,3,4,1.4142135623730951,2.0,1,2.449489742783178,11,11,11,1
GP,M,16,U,GT3,T,4,4,teacher,teacher,course,mother,1.0,1.0,0.0,no,yes,no,no,yes,no,yes,yes,1.7320508075688772,3,2,1.4142135623730951,1.0,5,4.0,9,9,8,0
GP,M,15,U,LE3,A,2,1,services,other,course,mother,2.0,1.0,0.0,no,no,no,no,yes,yes,yes,no,2.0,5,5,1.4142135623730951,2.23606797749979,5,0.0,12,11,11,1
GP,M,16,U,LE3,T,2,1,at_home,other,course,mother,1.0,1.0,1.0,no,no,no,yes,yes,yes,no,yes,2.0,4,4,1.7320508075688772,2.23606797749979,5,2.449489742783178,9,10,10,0
GP,F,15,R,GT3,T,3,3,services,services,reputation,other,1.4142135623730951,1.7320508075688772,0.0,no,yes,yes,yes,yes,yes,yes,yes,2.0,2,1,1.4142135623730951,1.7320508075688772,3,1.4142135623730951,13,13,13,1
GP,M,19,U,GT3,T,3,2,services,at_home,home,mother,1.0,1.0,0.0,no,yes,no,no,yes,no,yes,yes,2.0,5,4,1.0,1.0,4,2.449489742783178,11,9,11,1
GP,F,17,U,GT3,T,4,4,other,teacher,course,mother,1.0,1.0,0.0,yes,yes,no,no,yes,yes,no,yes,2.0,2,1,1.0,1.0,4,0.0,13,13,13,1
GP,M,15,R,GT3,T,2,3,at_home,services,course,mother,1.0,1.4142135623730951,0.0,yes,no,yes,yes,yes,yes,no,no,2.0,4,4,1.0,1.0,1,0.0,7,8,8,0
GP,M,17,R,LE3,T,1,2,other,other,reputation,mother,1.0,1.0,1.7320508075688772,no,no,no,no,yes,yes,no,no,1.4142135623730951,2,2,1.7320508075688772,1.7320508075688772,5,3.7416573867739413,9,8,10,0
GP,F,18,R,GT3,T,1,1,at_home,other,course,mother,1.7320508075688772,1.0,1.7320508075688772,no,yes,no,yes,no,yes,no,no,2.23606797749979,2,5,1.0,2.23606797749979,4,2.449489742783178,11,10,11,1
GP,M,16,R,GT3,T,2,2,at_home,other,course,mother,1.7320508075688772,1.0,0.0,no,no,no,no,no,yes,no,no,2.0,2,2,1.0,1.4142135623730951,3,2.0,12,10,11,1
GP,M,16,U,LE3,T,1,2,health,services,course,mother,1.4142135623730951,1.0,1.4142135623730951,no,no,no,no,no,yes,yes,no,2.0,4,5,1.7320508075688772,2.23606797749979,5,0.0,9,8,10,0
GP,M,17,R,LE3,T,2,1,at_home,other,course,mother,1.4142135623730951,1.0,1.0,no,no,yes,yes,yes,no,yes,yes,1.7320508075688772,3,2,1.4142135623730951,1.4142135623730951,5,2.8284271247461903,8,8,9,0
GP,M,17,R,GT3,T,3,2,other,other,course,mother,1.4142135623730951,1.4142135623730951,1.4142135623730951,yes,yes,no,no,yes,yes,yes,yes,2.0,4,4,1.0,2.0,3,2.0,7,6,8,0
GP,M,15,U,LE3,T,1,2,other,other,course,mother,1.4142135623730951,1.0,0.0,no,no,no,yes,yes,yes,no,no,2.0,4,4,1.4142135623730951,2.0,5,1.4142135623730951,8,9,10,0
GP,M,16,U,GT3,T,1,3,at_home,services,course,father,1.0,1.0,1.0,no,no,no,no,yes,no,yes,no,2.23606797749979,3,3,1.0,2.0,2,1.4142135623730951,9,8,8,0
GP,M,17,R,LE3,T,1,1,other,services,course,mother,2.0,1.4142135623730951,0.0,no,no,no,yes,yes,no,no,yes,2.23606797749979,3,5,1.0,2.23606797749979,5,0.0,8,8,8,0
GP,M,17,U,GT3,T,3,2,services,services,course,mother,1.4142135623730951,1.0,1.7320508075688772,no,yes,no,yes,no,no,no,no,2.0,5,2,1.0,1.0,2,3.1622776601683795,8,7,8,0
GP,M,16,U,GT3,T,2,2,other,other,course,father,1.0,1.4142135623730951,0.0,no,no,no,no,yes,no,yes,no,2.0,3,5,1.4142135623730951,2.0,4,0.0,9,10,11,1
GP,F,16,U,GT3,T,4,2,health,services,home,father,1.0,1.4142135623730951,0.0,no,no,no,no,yes,yes,yes,yes,2.0,2,3,1.0,1.0,3,0.0,17,17,18,2
GP,F,16,U,GT3,T,2,2,other,other,home,mother,1.0,1.4142135623730951,0.0,no,yes,no,no,no,yes,yes,no,2.23606797749979,1,5,1.0,1.0,4,0.0,12,12,13,1
GP,F,16,U,GT3,T,4,4,health,health,reputation,mother,1.0,1.4142135623730951,0.0,no,yes,no,no,yes,yes,yes,yes,2.0,4,2,1.0,1.0,3,0.0,16,16,17,2
GP,M,16,U,GT3,T,3,4,other,other,course,father,1.7320508075688772,1.0,1.0,no,yes,no,yes,no,yes,yes,no,1.7320508075688772,4,5,1.4142135623730951,2.0,2,2.0,9,9,10,0
GP,M,16,U,GT3,T,1,0,other,other,reputation,mother,1.4142135623730951,1.4142135623730951,0.0,no,yes,no,yes,yes,yes,yes,yes,2.0,3,2,1.0,1.0,3,0.0,16,17,18,2
GP,M,17,U,LE3,T,4,4,teacher,other,reputation,mother,1.0,1.4142135623730951,0.0,no,yes,no,yes,yes,yes,yes,no,2.0,4,4,1.0,1.7320508075688772,5,0.0,11,9,10,0
GP,F,16,U,GT3,T,1,3,at_home,services,home,mother,1.0,1.4142135623730951,0.0,no,no,no,yes,no,yes,yes,yes,2.0,3,5,1.0,1.0,3,0.0,14,13,13,1
GP,F,16,U,LE3,T,3,3,other,other,reputation,mother,1.4142135623730951,1.4142135623730951,0.0,no,yes,no,yes,yes,yes,yes,no,2.0,4,5,1.0,1.0,4,0.0,14,14,15,1
GP,M,17,U,LE3,T,4,3,teacher,other,course,mother,1.4142135623730951,1.4142135623730951,0.0,no,no,no,yes,yes,yes,yes,no,2.0,4,4,2.0,2.0,4,0.0,10,11,11,1
GP,F,16,U,GT3,T,2,2,services,other,reputation,mother,1.4142135623730951,1.4142135623730951,0.0,no,no,no,yes,no,yes,yes,no,1.7320508075688772,4,4,1.0,2.0,5,0.0,13,12,14,1
GP,M,17,U,GT3,T,3,3,other,other,reputation,father,1.0,1.4142135623730951,0.0,no,no,no,yes,no,yes,yes,no,2.0,3,4,1.0,2.0,4,2.0,11,9,10,0
GP,M,16,R,GT3,T,4,2,teacher,services,other,mother,1.0,1.0,0.0,no,yes,no,yes,yes,yes,yes,yes,2.0,3,3,1.7320508075688772,2.0,3,2.8284271247461903,10,9,11,1
GP,M,17,U,GT3,T,4,3,other,other,course,mother,1.0,1.4142135623730951,0.0,no,yes,yes,yes,yes,yes,yes,yes,2.23606797749979,2,3,1.0,1.0,2,2.0,11,11,13,1
GP,M,16,U,GT3,T,4,3,teacher,other,home,mother,1.0,1.4142135623730951,0.0,no,yes,yes,yes,yes,yes,yes,no,1.7320508075688772,4,3,1.4142135623730951,1.7320508075688772,3,2.0,11,10,11,1
GP,M,16,U,GT3,T,3,3,services,other,home,mother,1.0,1.4142135623730951,0.0,no,no,no,yes,yes,yes,yes,yes,2.0,2,3,1.0,1.4142135623730951,3,0.0,11,12,13,1
GP,F,17,U,GT3,T,2,4,services,services,reputation,father,1.0,1.4142135623730951,0.0,no,yes,no,yes,yes,yes,no,no,2.23606797749979,4,2,1.4142135623730951,1.7320508075688772,5,0.0,17,18,17,2
GP,F,17,U,LE3,T,3,3,other,other,reputation,mother,1.0,1.4142135623730951,0.0,no,yes,no,yes,yes,yes,yes,yes,2.23606797749979,3,3,1.4142135623730951,1.7320508075688772,1,5.656854249492381,14,13,14,1
GP,F,16,U,GT3,T,3,2,other,other,reputation,mother,1.0,1.4142135623730951,0.0,no,yes,no,no,yes,yes,yes,no,1.0,2,2,1.0,1.4142135623730951,1,2.8284271247461903,14,15,16,2
GP,M,17,U,GT3,T,3,3,services,services,other,mother,1.0,1.4142135623730951,0.0,no,yes,no,yes,yes,yes,yes,yes,2.0,3,4,1.4142135623730951,1.7320508075688772,4,2.449489742783178,11,13,14,1
GP,M,16,U,GT3,T,1,2,services,services,other,mother,1.0,1.0,0.0,no,yes,no,yes,yes,yes,yes,yes,1.7320508075688772,3,3,1.0,1.4142135623730951,3,0.0,10,9,11,1
GP,M,16,U,LE3,T,2,1,other,other,course,mother,1.0,1.4142135623730951,0.0,no,no,no,yes,yes,yes,yes,yes,2.0,2,3,1.0,1.4142135623730951,5,0.0,13,14,16,2
GP,F,17,U,GT3,A,3,3,health,other,reputation,mother,1.0,1.4142135623730951,0.0,no,yes,no,no,no,yes,yes,yes,1.7320508075688772,3,3,1.0,1.7320508075688772,3,3.1622776601683795,12,13,14,1
GP,M,17,R,GT3,T,1,2,at_home,other,home,mother,1.0,1.4142135623730951,0.0,no,no,no,no,yes,yes,no,no,1.7320508075688772,1,3,1.0,2.23606797749979,3,2.449489742783178,9,9,10,0
GP,F,16,U,GT3,T,2,3,services,services,course,mother,1.0,1.4142135623730951,0.0,no,no,no,no,yes,yes,yes,no,2.0,3,3,1.0,1.0,2,2.449489742783178,12,12,13,1
GP,F,17,U,GT3,T,1,1,at_home,services,course,mother,1.0,1.4142135623730951,0.0,no,no,no,yes,yes,yes,yes,no,2.23606797749979,3,3,1.0,1.0,3,0.0,12,11,12,1
GP,M,17,U,GT3,T,1,2,at_home,services,other,other,1.4142135623730951,1.4142135623730951,0.0,no,no,no,yes,no,yes,yes,no,2.0,4,4,2.0,2.23606797749979,5,4.0,10,11,12,1
GP,M,16,R,GT3,T,3,3,services,services,reputation,mother,1.0,1.0,0.0,no,yes,no,yes,yes,yes,yes,no,2.0,3,2,1.7320508075688772,2.0,5,0.0,11,10,10,0
GP,M,16,U,GT3,T,2,3,other,other,home,father,1.4142135623730951,1.0,0.0,no,no,no,no,yes,yes,yes,no,2.23606797749979,3,3,1.0,1.0,3,0.0,13,12,12,1
GP,F,17,U,LE3,T,2,4,services,services,course,father,1.0,1.4142135623730951,0.0,no,no,no,yes,yes,yes,yes,yes,2.0,3,2,1.0,1.0,5,2.8284271247461903,14,15,16,2
GP,M,17,U,GT3,T,4,4,services,teacher,home,mother,1.0,1.0,0.0,no,no,no,no,yes,yes,yes,no,2.23606797749979,2,3,1.0,1.4142135623730951,5,2.0,13,13,14,1
GP,M,16,R,LE3,T,3,3,teacher,other,home,father,1.7320508075688772,1.0,0.0,no,yes,no,yes,yes,yes,yes,no,1.7320508075688772,3,4,1.7320508075688772,2.23606797749979,3,4.0,10,11,12,1
GP,F,17,U,GT3,T,4,4,services,teacher,home,mother,1.4142135623730951,1.0,1.0,no,yes,no,no,yes,yes,yes,no,2.0,2,4,1.4142135623730951,1.7320508075688772,2,5.477225575051661,14,15,16,2
GP,F,16,U,LE3,T,4,4,teacher,teacher,reputation,mother,1.0,1.4142135623730951,0.0,no,yes,no,no,yes,yes,yes,no,2.0,5,2,1.0,1.4142135623730951,3,0.0,11,10,11,1
GP,F,16,U,GT3,T,4,3,health,other,home,mother,1.0,1.4142135623730951,0.0,no,yes,no,yes,yes,yes,yes,no,2.0,3,5,1.0,2.23606797749979,2,1.4142135623730951,14,14,15,1
GP,F,16,U,GT3,T,2,3,other,other,reputation,mother,1.0,1.4142135623730951,0.0,yes,yes,no,yes,yes,yes,no,no,2.0,4,3,1.0,1.7320508075688772,4,2.0,11,12,12,1
GP,F,17,U,GT3,T,1,1,other,other,course,mother,1.0,1.4142135623730951,0.0,no,yes,no,no,no,yes,no,no,2.0,4,4,1.0,1.7320508075688772,1,0.0,14,15,15,1
GP,F,17,R,GT3,T,2,2,other,other,reputation,mother,1.0,1.0,0.0,no,yes,no,no,yes,yes,yes,no,2.23606797749979,3,2,1.0,1.4142135623730951,3,4.58257569495584,13,13,13,1
GP,F,16,R,GT3,T,2,2,services,services,reputation,mother,1.4142135623730951,2.0,0.0,no,yes,no,yes,no,yes,yes,no,2.23606797749979,3,5,1.0,1.0,5,2.449489742783178,13,13,13,1
GP,F,17,U,GT3,T,3,4,at_home,services,home,mother,1.0,1.7320508075688772,1.0,no,yes,yes,no,yes,yes,yes,yes,2.0,4,3,1.7320508075688772,2.0,5,3.7416573867739413,8,9,8,0
GP,F,16,U,GT3,A,3,1,services,other,course,mother,1.0,1.4142135623730951,0.0,no,yes,no,no,yes,yes,yes,no,1.4142135623730951,3,3,1.4142135623730951,1.4142135623730951,4,1.4142135623730951,11,11,12,1
GP,F,16,U,GT3,T,4,3,teacher,other,other,mother,1.0,1.4142135623730951,0.0,no,no,no,yes,yes,yes,yes,yes,1.0,3,2,1.0,1.0,1,2.0,14,15,15,1
GP,F,16,U,GT3,T,1,1,at_home,other,home,mother,1.4142135623730951,1.0,0.0,no,yes,no,no,yes,yes,no,no,2.0,3,2,1.0,2.0,5,1.4142135623730951,12,13,13,1
GP,F,17,R,GT3,T,4,3,teacher,other,reputation,mother,1.4142135623730951,1.7320508075688772,0.0,no,yes,no,yes,yes,yes,yes,yes,2.0,4,2,1.0,1.0,4,0.0,11,12,12,1
GP,F,19,U,GT3,T,3,3,other,other,reputation,other,1.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,2.0,3,3,1.0,1.4142135623730951,3,2.0,12,12,12,1
GP,M,17,U,LE3,T,4,4,services,other,home,mother,1.0,1.4142135623730951,0.0,no,yes,no,no,yes,yes,yes,yes,2.23606797749979,3,5,2.0,2.23606797749979,3,3.872983346207417,13,12,12,1
GP,F,16,U,GT3,A,2,2,other,other,reputation,mother,1.0,1.4142135623730951,0.0,yes,yes,no,no,yes,yes,yes,no,1.7320508075688772,3,4,1.0,1.0,4,0.0,13,13,13,1
GP,M,18,U,GT3,T,2,2,services,other,home,mother,1.0,1.4142135623730951,0.0,no,yes,no,yes,yes,yes,yes,no,2.0,4,4,1.4142135623730951,2.0,5,3.1622776601683795,12,11,11,1
GP,F,17,R,LE3,T,4,4,services,other,other,mother,1.0,1.0,0.0,no,yes,no,no,yes,yes,no,no,2.23606797749979,2,1,1.0,1.4142135623730951,3,2.449489742783178,12,11,11,1
GP,F,17,U,LE3,T,3,2,other,other,reputation,mother,1.4142135623730951,1.4142135623730951,0.0,no,no,no,no,yes,yes,yes,no,2.0,4,4,1.0,1.7320508075688772,1,1.4142135623730951,14,16,15,1
GP,F,17,U,GT3,T,4,3,other,other,reputation,mother,1.0,1.4142135623730951,0.0,no,no,no,no,yes,yes,yes,yes,1.7320508075688772,4,5,1.4142135623730951,2.0,1,4.0,11,9,10,0
GP,M,18,U,LE3,T,3,3,services,health,home,father,1.0,1.4142135623730951,0.0,no,yes,no,no,yes,yes,yes,no,1.7320508075688772,2,4,1.4142135623730951,2.0,4,3.1622776601683795,10,10,10,0
GP,F,17,U,GT3,T,2,3,at_home,other,home,father,1.4142135623730951,1.0,0.0,no,yes,no,no,yes,yes,no,no,1.7320508075688772,3,3,1.0,2.0,3,2.0,12,13,13,1
GP,F,17,U,GT3,T,2,2,at_home,at_home,course,mother,1.0,1.7320508075688772,0.0,no,yes,no,yes,yes,yes,yes,no,2.0,3,3,1.0,1.0,4,0.0,12,12,13,1
GP,F,17,R,GT3,T,2,1,at_home,services,reputation,mother,1.4142135623730951,1.4142135623730951,0.0,no,yes,no,yes,yes,yes,yes,no,2.0,2,5,1.0,1.4142135623730951,5,0.0,11,10,11,1
GP,F,17,U,GT3,T,1,1,at_home,other,reputation,mother,1.0,1.7320508075688772,0.0,no,yes,no,yes,yes,yes,no,yes,2.0,3,4,1.0,1.0,5,3.4641016151377544,12,12,12,1
GP,F,16,U,GT3,T,2,3,services,teacher,other,mother,1.0,1.4142135623730951,0.0,yes,no,no,no,yes,yes,yes,no,1.4142135623730951,3,1,1.0,1.0,3,0.0,13,13,14,1
GP,M,18,U,GT3,T,2,2,other,other,home,mother,1.4142135623730951,1.4142135623730951,1.7320508075688772,no,yes,yes,no,yes,yes,yes,no,1.7320508075688772,3,3,2.23606797749979,2.23606797749979,4,3.0,10,9,10,0
GP,F,16,U,GT3,T,4,4,teacher,services,home,mother,1.0,1.7320508075688772,0.0,no,yes,no,yes,no,yes,yes,no,2.23606797749979,3,2,1.0,1.0,5,2.0,15,16,16,2
GP,F,18,R,GT3,T,3,1,other,other,reputation,mother,1.0,1.4142135623730951,0.0,no,no,no,yes,yes,yes,yes,yes,2.23606797749979,3,3,1.0,1.0,4,2.0,8,8,8,0
GP,F,17,U,GT3,T,3,2,other,other,course,mother,1.0,1.4142135623730951,0.0,no,no,no,yes,no,yes,yes,no,2.23606797749979,3,4,1.0,1.7320508075688772,3,1.4142135623730951,17,18,17,2
GP,M,17,U,LE3,T,2,3,services,services,reputation,father,1.0,1.4142135623730951,0.0,no,yes,no,no,no,yes,yes,no,2.23606797749979,3,3,1.0,1.7320508075688772,3,0.0,10,11,11,1
GP,M,18,U,LE3,T,2,1,at_home,other,course,mother,2.0,1.4142135623730951,0.0,yes,yes,no,yes,yes,yes,yes,yes,2.0,3,2,2.0,2.23606797749979,3,1.4142135623730951,9,10,11,1
GP,F,17,U,GT3,A,2,1,other,other,course,mother,1.4142135623730951,1.7320508075688772,0.0,no,no,no,yes,yes,yes,yes,yes,1.7320508075688772,2,3,1.0,1.4142135623730951,3,0.0,15,15,16,2
GP,F,17,U,LE3,T,4,3,health,other,reputation,father,1.0,1.4142135623730951,0.0,no,no,no,yes,yes,yes,yes,yes,1.7320508075688772,2,3,1.0,1.4142135623730951,3,0.0,14,12,12,1
GP,M,17,R,GT3,T,2,2,other,other,course,father,1.4142135623730951,1.4142135623730951,0.0,no,yes,no,yes,yes,yes,yes,no,2.0,5,2,1.0,1.0,1,0.0,12,13,13,1
GP,M,17,U,GT3,T,4,4,teacher,teacher,reputation,mother,1.0,1.4142135623730951,0.0,yes,yes,no,yes,yes,yes,yes,yes,2.0,5,5,1.0,1.7320508075688772,2,0.0,13,13,13,1
GP,M,16,U,GT3,T,4,4,health,other,reputation,father,1.0,1.4142135623730951,0.0,no,yes,no,yes,yes,yes,yes,no,2.0,2,4,1.4142135623730951,2.0,1,0.0,13,13,14,1
GP,M,16,U,LE3,T,1,1,other,other,home,mother,1.4142135623730951,1.4142135623730951,0.0,no,yes,no,no,yes,yes,yes,no,1.7320508075688772,4,2,1.0,1.0,5,1.4142135623730951,9,9,9,0
GP,M,16,U,GT3,T,3,2,at_home,other,reputation,mother,1.4142135623730951,1.7320508075688772,0.0,no,no,no,yes,yes,yes,yes,yes,2.23606797749979,3,3,1.0,1.7320508075688772,2,0.0,12,12,12,1
GP,M,17,U,LE3,T,2,2,other,other,home,father,1.0,1.4142135623730951,0.0,no,no,no,yes,no,yes,yes,yes,2.0,4,2,2.23606797749979,2.23606797749979,4,0.0,16,16,16,2
GP,F,16,U,GT3,T,2,1,other,other,home,mother,1.0,1.0,0.0,no,no,no,no,yes,yes,yes,yes,2.0,5,2,1.0,1.0,5,2.0,9,10,10,0
GP,F,16,U,GT3,A,4,1,other,other,home,mother,1.0,1.4142135623730951,0.0,no,no,no,yes,yes,yes,yes,yes,2.23606797749979,3,3,1.0,1.4142135623730951,5,0.0,14,13,13,1
GP,F,18,U,LE3,A,2,4,services,other,course,mother,1.4142135623730951,1.4142135623730951,1.0,no,yes,no,no,yes,yes,yes,no,2.0,3,3,1.0,1.0,3,4.242640687119285,10,10,10,0
GP,F,18,U,LE3,T,2,2,at_home,services,course,mother,1.0,1.4142135623730951,1.0,no,yes,no,no,no,yes,yes,yes,2.23606797749979,3,1,1.0,1.0,5,4.0,9,8,10,0
GP,F,18,U,GT3,T,3,3,other,other,course,mother,1.4142135623730951,1.0,1.0,no,no,no,no,yes,no,yes,no,2.0,1,1,1.0,1.0,3,3.7416573867739413,8,7,7,0
GP,M,18,U,GT3,T,2,2,other,at_home,course,other,1.0,1.0,1.0,no,yes,no,yes,no,no,yes,yes,2.0,4,3,1.4142135623730951,1.4142135623730951,1,5.0990195135927845,7,8,8,0
GP,M,17,U,GT3,T,4,4,teacher,teacher,course,mother,1.0,1.0,0.0,no,yes,no,yes,no,yes,yes,no,2.0,2,1,1.0,1.4142135623730951,5,2.449489742783178,10,8,9,0
GP,F,17,U,GT3,T,3,2,other,other,course,father,1.0,1.4142135623730951,0.0,no,no,no,yes,yes,yes,no,no,2.23606797749979,4,2,1.0,1.0,3,2.0,14,14,15,1
GP,F,17,U,LE3,T,1,1,at_home,at_home,course,mother,1.0,1.7320508075688772,0.0,no,yes,no,yes,yes,yes,yes,yes,2.0,3,2,1.0,1.4142135623730951,4,3.1622776601683795,11,10,10,0
GP,F,16,U,GT3,T,1,2,other,other,course,mother,1.0,1.0,0.0,no,no,no,no,yes,no,yes,no,2.23606797749979,3,5,1.0,1.4142135623730951,5,2.0,12,11,11,1
GP,F,17,R,GT3,T,2,1,at_home,services,course,mother,1.7320508075688772,1.4142135623730951,0.0,no,no,no,yes,yes,yes,no,no,1.4142135623730951,1,1,1.0,1.0,3,1.4142135623730951,13,13,13,1
GP,F,17,R,LE3,A,1,4,other,other,course,other,2.0,1.0,1.0,no,yes,no,no,yes,yes,yes,no,2.23606797749979,5,4,1.0,1.0,5,3.7416573867739413,9,9,8,0
GP,M,18,U,GT3,T,2,2,other,services,reputation,father,1.0,1.4142135623730951,0.0,no,no,no,no,yes,no,yes,no,2.23606797749979,5,4,1.7320508075688772,2.23606797749979,2,4.0,8,7,8,0
GP,F,17,U,LE3,A,2,2,other,other,home,mother,1.0,1.0,1.0,no,yes,no,no,no,no,yes,no,1.7320508075688772,1,2,1.0,1.0,1,2.8284271247461903,11,9,10,0
GP,F,17,R,LE3,T,1,1,at_home,other,course,mother,1.4142135623730951,1.7320508075688772,0.0,no,no,no,yes,yes,yes,yes,no,2.0,3,3,1.0,1.7320508075688772,5,2.0,15,14,15,1
GP,F,17,U,LE3,A,4,2,teacher,other,course,mother,1.0,1.4142135623730951,0.0,no,yes,no,yes,yes,yes,no,no,2.0,3,2,1.0,1.0,4,2.0,15,14,14,1
